iso3,year,specimen,pathogen,antibiotic,path.label,antibiotic.label,tot,ast,sus,int,res,unk,p.sus,p.int,p.res,p.unk
OMN,2019,URINE,ESCCOL,CTX,E. coli,Cefotaxime,7137,1476,760,2,714,5661,51.49,0.14,48.37,79.32
OMN,2019,URINE,ESCCOL,ETP,E. coli,Ertapenem,7137,1580,1556,3,21,5557,98.48,0.19,1.33,77.86
OMN,2019,URINE,ESCCOL,FEP,E. coli,Cefepime,7137,2051,945,18,1088,5086,46.08,0.88,53.05,71.26
OMN,2019,URINE,ESCCOL,IPM,E. coli,Imipenem,7137,2654,2614,13,27,4483,98.49,0.49,1.02,62.81
OMN,2019,URINE,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,7137,5184,2885,8,2291,1953,55.65,0.15,44.19,27.36
OMN,2019,URINE,ESCCOL,J01DH,E. coli,Carbapenems,7137,3454,3399,15,40,3683,98.41,0.43,1.16,51.6
OMN,2019,URINE,ESCCOL,J01MA,E. coli,Fluoroquinolones,7137,7129,4996,69,2064,8,70.08,0.97,28.95,0.11
OMN,2019,URINE,ESCCOL,MEM,E. coli,Meropenem,7137,3312,3279,3,30,3825,99,0.09,0.91,53.59
OMN,2019,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,7137,7049,4410,4,2635,88,62.56,0.06,37.38,1.23
OMN,2019,URINE,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,1804,1528,726,5,797,276,47.51,0.33,52.16,15.3
OMN,2019,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,1804,1801,1184,27,590,3,65.74,1.5,32.76,0.17
OMN,2019,URINE,KLEPNE,COL,K. pneumoniae,Colistin,1804,156,147,0,9,1648,94.23,0,5.77,91.35
OMN,2019,URINE,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,1804,1407,687,2,718,397,48.83,0.14,51.03,22.01
OMN,2019,URINE,KLEPNE,CTX,K. pneumoniae,Cefotaxime,1804,550,254,1,295,1254,46.18,0.18,53.64,69.51
OMN,2019,URINE,KLEPNE,ETP,K. pneumoniae,Ertapenem,1804,657,526,4,127,1147,80.06,0.61,19.33,63.58
OMN,2019,URINE,KLEPNE,FEP,K. pneumoniae,Cefepime,1804,804,377,2,425,1000,46.89,0.25,52.86,55.43
OMN,2019,URINE,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,1804,1574,754,5,815,230,47.9,0.32,51.78,12.75
OMN,2019,URINE,KLEPNE,J01DH,K. pneumoniae,Carbapenems,1804,1237,1009,6,222,567,81.57,0.49,17.95,31.43
OMN,2019,URINE,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,1804,1801,1184,27,590,3,65.74,1.5,32.76,0.17
OMN,2019,URINE,KLEPNE,MEM,K. pneumoniae,Meropenem,1804,1195,993,3,199,609,83.1,0.25,16.65,33.76
OMN,2019,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,1804,1759,1076,0,683,45,61.17,0,38.83,2.49
PAK,2017,STOOL,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,10,10,4,4,2,0,40,40,20,0
PAK,2017,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,50,49,15,1,33,1,30.61,2.04,67.35,2
PAK,2017,BLOOD,ACISPP,COL,Acinetobacter spp.,Colistin,49,42,18,0,24,7,42.86,0,57.14,14.29
PAK,2017,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,50,46,14,0,32,4,30.43,0,69.57,8
PAK,2017,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,107,95,35,0,60,12,36.84,0,63.16,11.21
PAK,2017,BLOOD,ACISPP,J01AA,Acinetobacter spp.,Tetracyclines,49,29,25,0,4,20,86.21,0,13.79,40.82
PAK,2017,BLOOD,ACISPP,J01DH,Acinetobacter spp.,Carbapenems,144,141,44,2,95,3,31.21,1.42,67.38,2.08
PAK,2017,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,97,52,14,1,37,45,26.92,1.92,71.15,46.39
PAK,2017,BLOOD,ACISPP,MNO,Acinetobacter spp.,Minocycline,49,29,25,0,4,20,86.21,0,13.79,40.82
PAK,2017,BLOOD,ACISPP,TGC,Acinetobacter spp.,Tigecycline,97,90,62,1,27,7,68.89,1.11,30,7.22
PAK,2017,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,432,427,11,1,415,5,2.58,0.23,97.19,1.16
PAK,2017,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,76,15,0,0,15,61,0,0,100,80.26
PAK,2017,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,871,866,358,5,503,5,41.34,0.58,58.08,0.57
PAK,2017,BLOOD,ESCCOL,COL,E. coli,Colistin,49,44,12,0,32,5,27.27,0,72.73,10.2
PAK,2017,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,898,458,63,0,395,440,13.76,0,86.24,49
PAK,2017,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,432,46,38,0,8,386,82.61,0,17.39,89.35
PAK,2017,BLOOD,ESCCOL,FEP,E. coli,Cefepime,49,45,14,0,31,4,31.11,0,68.89,8.16
PAK,2017,BLOOD,ESCCOL,IPM,E. coli,Imipenem,898,814,730,0,84,84,89.68,0,10.32,9.35
PAK,2017,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,925,486,66,1,419,439,13.58,0.21,86.21,47.46
PAK,2017,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,925,922,819,2,101,3,88.83,0.22,10.95,0.32
PAK,2017,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,898,891,358,6,527,7,40.18,0.67,59.15,0.78
PAK,2017,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,488,440,254,0,186,48,57.73,0,42.27,9.84
PAK,2017,BLOOD,ESCCOL,MEM,E. coli,Meropenem,459,212,170,1,41,247,80.19,0.47,19.34,53.81
PAK,2017,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,410,383,78,1,304,27,20.37,0.26,79.37,6.59
PAK,2017,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,97,15,1,0,14,82,6.67,0,93.33,84.54
PAK,2017,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,191,189,80,17,92,2,42.33,8.99,48.68,1.05
PAK,2017,BLOOD,KLEPNE,COL,K. pneumoniae,Colistin,58,57,10,0,47,1,17.54,0,82.46,1.72
PAK,2017,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,230,227,37,0,190,3,16.3,0,83.7,1.3
PAK,2017,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,191,14,11,0,3,177,78.57,0,21.43,92.67
PAK,2017,BLOOD,KLEPNE,FEP,K. pneumoniae,Cefepime,58,56,4,0,52,2,7.14,0,92.86,3.45
PAK,2017,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,230,181,103,8,70,49,56.91,4.42,38.67,21.3
PAK,2017,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,239,237,39,0,198,2,16.46,0,83.54,0.84
PAK,2017,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,239,239,145,3,91,0,60.67,1.26,38.08,0
PAK,2017,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,200,198,85,17,96,2,42.93,8.59,48.48,1
PAK,2017,BLOOD,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,172,137,42,1,94,35,30.66,0.73,68.61,20.35
PAK,2017,BLOOD,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,652,649,44,373,232,3,6.78,57.47,35.75,0.46
PAK,2017,BLOOD,SALSPP,CRO,Salmonella spp.,Ceftriaxone,677,638,508,0,130,39,79.62,0,20.38,5.76
PAK,2017,BLOOD,SALSPP,IPM,Salmonella spp.,Imipenem,613,145,145,0,0,468,100,0,0,76.35
PAK,2017,BLOOD,SALSPP,J01DD,Salmonella spp.,Third-generation cephalosporins,781,742,603,2,137,39,81.27,0.27,18.46,4.99
PAK,2017,BLOOD,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,756,743,50,373,320,13,6.73,50.2,43.07,1.72
PAK,2017,BLOOD,SALSPP,MEM,Salmonella spp.,Meropenem,630,16,16,0,0,614,100,0,0,97.46
PAK,2017,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,193,193,72,0,121,0,37.31,0,62.69,0
PAK,2017,BLOOD,STRPNE,CRO,S. pneumoniae,Ceftriaxone,39,26,26,0,0,13,100,0,0,33.33
PAK,2017,BLOOD,STRPNE,J01DD,S. pneumoniae,Third-generation cephalosporins,41,28,26,1,1,13,92.86,3.57,3.57,31.71
PAK,2017,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,32,19,12,0,7,13,63.16,0,36.84,40.63
PAK,2017,BLOOD,STRPNE,SXT,S. pneumoniae,Co-trimoxazole,36,34,10,0,24,2,29.41,0,70.59,5.56
PAK,2017,GENITAL,NEIGON,AZM,N. gonorrhoeae,Azithromycin,32,29,29,0,0,3,100,0,0,9.38
PAK,2017,GENITAL,NEIGON,CIP,N. gonorrhoeae,Ciprofloxacin,32,32,2,0,30,0,6.25,0,93.75,0
PAK,2017,GENITAL,NEIGON,CRO,N. gonorrhoeae,Ceftriaxone,32,31,31,0,0,1,100,0,0,3.13
PAK,2017,GENITAL,NEIGON,SPT,N. gonorrhoeae,Spectinomycin,32,31,25,0,6,1,80.65,0,19.35,3.13
PAK,2017,STOOL,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,10,10,4,4,2,0,40,40,20,0
PAK,2017,STOOL,SHISPP,CIP,Shigella spp.,Ciprofloxacin,40,40,26,3,11,0,65,7.5,27.5,0
PAK,2017,STOOL,SHISPP,CRO,Shigella spp.,Ceftriaxone,40,40,21,0,19,0,52.5,0,47.5,0
PAK,2017,STOOL,SHISPP,J01DD,Shigella spp.,Third-generation cephalosporins,41,41,21,0,20,0,51.22,0,48.78,0
PAK,2017,STOOL,SHISPP,J01MA,Shigella spp.,Fluoroquinolones,40,40,26,3,11,0,65,7.5,27.5,0
PAK,2017,URINE,ESCCOL,AMP,E. coli,Ampicillin,4943,4198,379,17,3802,745,9.03,0.4,90.57,15.07
PAK,2017,URINE,ESCCOL,CAZ,E. coli,Ceftazidime,2253,334,44,0,290,1919,13.17,0,86.83,85.18
PAK,2017,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,6200,6169,1778,48,4343,31,28.82,0.78,70.4,0.5
PAK,2017,URINE,ESCCOL,COL,E. coli,Colistin,4943,1336,398,2,936,3607,29.79,0.15,70.06,72.97
PAK,2017,URINE,ESCCOL,CRO,E. coli,Ceftriaxone,7044,5780,1658,32,4090,1264,28.69,0.55,70.76,17.94
PAK,2017,URINE,ESCCOL,CTX,E. coli,Cefotaxime,1257,27,9,0,18,1230,33.33,0,66.67,97.85
PAK,2017,URINE,ESCCOL,ETP,E. coli,Ertapenem,3564,457,427,2,28,3107,93.44,0.44,6.13,87.18
PAK,2017,URINE,ESCCOL,FEP,E. coli,Cefepime,2253,1349,508,5,836,904,37.66,0.37,61.97,40.12
PAK,2017,URINE,ESCCOL,IPM,E. coli,Imipenem,7044,6200,5864,15,321,844,94.58,0.24,5.18,11.98
PAK,2017,URINE,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,7787,6531,1732,45,4754,1256,26.52,0.69,72.79,16.13
PAK,2017,URINE,ESCCOL,J01DH,E. coli,Carbapenems,7787,7756,7160,62,534,31,92.32,0.8,6.88,0.4
PAK,2017,URINE,ESCCOL,J01MA,E. coli,Fluoroquinolones,7787,6859,1846,61,4952,928,26.91,0.89,72.2,11.92
PAK,2017,URINE,ESCCOL,LVX,E. coli,Levofloxacin,3480,2317,632,5,1680,1163,27.28,0.22,72.51,33.42
PAK,2017,URINE,ESCCOL,MEM,E. coli,Meropenem,5817,2136,1943,12,181,3681,90.96,0.56,8.47,63.28
PAK,2017,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,4438,3587,1065,26,2496,851,29.69,0.72,69.58,19.18
PAK,2017,URINE,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,228,50,7,0,43,178,14,0,86,78.07
PAK,2017,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,940,929,535,27,367,11,57.59,2.91,39.5,1.17
PAK,2017,URINE,KLEPNE,COL,K. pneumoniae,Colistin,220,208,68,0,140,12,32.69,0,67.31,5.45
PAK,2017,URINE,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,1131,1118,482,3,633,13,43.11,0.27,56.62,1.15
PAK,2017,URINE,KLEPNE,ETP,K. pneumoniae,Ertapenem,712,103,92,0,11,609,89.32,0,10.68,85.53
PAK,2017,URINE,KLEPNE,FEP,K. pneumoniae,Cefepime,419,208,83,2,123,211,39.9,0.96,59.13,50.36
PAK,2017,URINE,KLEPNE,IPM,K. pneumoniae,Imipenem,1131,948,776,5,167,183,81.86,0.53,17.62,16.18
PAK,2017,URINE,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,1159,1146,485,4,657,13,42.32,0.35,57.33,1.12
PAK,2017,URINE,KLEPNE,J01DH,K. pneumoniae,Carbapenems,1159,1148,943,5,200,11,82.14,0.44,17.42,0.95
PAK,2017,URINE,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,1159,962,538,29,395,197,55.93,3.01,41.06,17
PAK,2017,URINE,KLEPNE,LVX,K. pneumoniae,Levofloxacin,419,161,72,3,86,258,44.72,1.86,53.42,61.58
PAK,2017,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,720,711,345,7,359,9,48.52,0.98,50.49,1.25
PAK,2018,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,442,199,139,3,57,243,69.85,1.51,28.64,54.98
PAK,2018,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,381,151,124,0,27,230,82.12,0,17.88,60.37
PAK,2018,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,442,176,117,0,59,266,66.48,0,33.52,60.18
PAK,2018,BLOOD,ACISPP,J01AA,Acinetobacter spp.,Tetracyclines,52,30,12,1,17,22,40,3.33,56.67,42.31
PAK,2018,BLOOD,ACISPP,J01DH,Acinetobacter spp.,Carbapenems,442,207,128,0,79,235,61.84,0,38.16,53.17
PAK,2018,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,442,47,14,0,33,395,29.79,0,70.21,89.37
PAK,2018,BLOOD,ACISPP,TGC,Acinetobacter spp.,Tigecycline,133,16,11,0,5,117,68.75,0,31.25,87.97
PAK,2018,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,1156,786,30,1,755,370,3.82,0.13,96.06,32.01
PAK,2018,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,1178,86,53,0,33,1092,61.63,0,38.37,92.7
PAK,2018,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,1256,983,326,18,639,273,33.16,1.83,65.01,21.74
PAK,2018,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,1256,156,23,0,133,1100,14.74,0,85.26,87.58
PAK,2018,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,1140,100,51,0,49,1040,51,0,49,91.23
PAK,2018,BLOOD,ESCCOL,FEP,E. coli,Cefepime,1256,93,20,0,73,1163,21.51,0,78.49,92.6
PAK,2018,BLOOD,ESCCOL,IPM,E. coli,Imipenem,1256,1094,950,0,144,162,86.84,0,13.16,12.9
PAK,2018,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,1256,224,69,0,155,1032,30.8,0,69.2,82.17
PAK,2018,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,1256,1149,992,1,156,107,86.34,0.09,13.58,8.52
PAK,2018,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,1256,993,332,18,643,263,33.43,1.81,64.75,20.94
PAK,2018,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,1156,157,135,0,22,999,85.99,0,14.01,86.42
PAK,2018,BLOOD,ESCCOL,MEM,E. coli,Meropenem,1256,692,564,2,126,564,81.5,0.29,18.21,44.9
PAK,2018,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,1234,138,70,0,68,1096,50.72,0,49.28,88.82
PAK,2018,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,551,27,6,0,21,524,22.22,0,77.78,95.1
PAK,2018,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,557,467,178,26,263,90,38.12,5.57,56.32,16.16
PAK,2018,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,557,110,8,0,102,447,7.27,0,92.73,80.25
PAK,2018,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,422,14,5,0,9,408,35.71,0,64.29,96.68
PAK,2018,BLOOD,KLEPNE,FEP,K. pneumoniae,Cefepime,557,67,13,0,54,490,19.4,0,80.6,87.97
PAK,2018,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,557,455,201,0,254,102,44.18,0,55.82,18.31
PAK,2018,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,557,119,13,0,106,438,10.92,0,89.08,78.64
PAK,2018,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,557,487,219,0,268,70,44.97,0,55.03,12.57
PAK,2018,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,557,472,180,26,266,85,38.14,5.51,56.36,15.26
PAK,2018,BLOOD,KLEPNE,LVX,K. pneumoniae,Levofloxacin,459,33,23,0,10,426,69.7,0,30.3,92.81
PAK,2018,BLOOD,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,557,94,22,0,72,463,23.4,0,76.6,83.12
PAK,2018,BLOOD,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,4453,3871,68,1154,2649,582,1.76,29.81,68.43,13.07
PAK,2018,BLOOD,SALSPP,CRO,Salmonella spp.,Ceftriaxone,4453,438,321,0,117,4015,73.29,0,26.71,90.16
PAK,2018,BLOOD,SALSPP,CTX,Salmonella spp.,Cefotaxime,4288,234,196,1,37,4054,83.76,0.43,15.81,94.54
PAK,2018,BLOOD,SALSPP,IPM,Salmonella spp.,Imipenem,4328,3085,3084,0,1,1243,99.97,0,0.03,28.72
PAK,2018,BLOOD,SALSPP,J01DD,Salmonella spp.,Third-generation cephalosporins,4453,464,342,1,121,3989,73.71,0.22,26.08,89.58
PAK,2018,BLOOD,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,4453,3883,69,1154,2660,570,1.78,29.72,68.5,12.8
PAK,2018,BLOOD,SALSPP,LVX,Salmonella spp.,Levofloxacin,4376,14,2,0,12,4362,14.29,0,85.71,99.68
PAK,2018,BLOOD,SALSPP,MEM,Salmonella spp.,Meropenem,4453,188,184,1,3,4265,97.87,0.53,1.6,95.78
PAK,2018,BLOOD,STAAUR,FOX,S. aureus,Cefoxitin,27,14,10,0,4,13,71.43,0,28.57,48.15
PAK,2018,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,702,133,106,0,27,569,79.7,0,20.3,81.05
PAK,2018,GENITAL,NEIGON,AZM,N. gonorrhoeae,Azithromycin,47,47,43,0,4,0,91.49,0,8.51,0
PAK,2018,GENITAL,NEIGON,CIP,N. gonorrhoeae,Ciprofloxacin,48,48,1,2,45,0,2.08,4.17,93.75,0
PAK,2018,STOOL,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,51,46,14,12,20,5,30.43,26.09,43.48,9.8
PAK,2018,STOOL,SALSPP,IPM,Salmonella spp.,Imipenem,49,22,22,0,0,27,100,0,0,55.1
PAK,2018,STOOL,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,51,46,14,12,20,5,30.43,26.09,43.48,9.8
PAK,2018,STOOL,SHISPP,CIP,Shigella spp.,Ciprofloxacin,68,68,45,3,20,0,66.18,4.41,29.41,0
PAK,2018,STOOL,SHISPP,J01MA,Shigella spp.,Fluoroquinolones,68,68,45,3,20,0,66.18,4.41,29.41,0
PAK,2018,URINE,ESCCOL,AMP,E. coli,Ampicillin,12587,9691,1042,55,8594,2896,10.75,0.57,88.68,23.01
PAK,2018,URINE,ESCCOL,CAZ,E. coli,Ceftazidime,13761,867,377,12,478,12894,43.48,1.38,55.13,93.7
PAK,2018,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,13821,10600,728,26,9846,3221,6.87,0.25,92.89,23.31
PAK,2018,URINE,ESCCOL,CRO,E. coli,Ceftriaxone,13821,2054,536,3,1515,11767,26.1,0.15,73.76,85.14
PAK,2018,URINE,ESCCOL,CTX,E. coli,Cefotaxime,13422,1424,491,16,917,11998,34.48,1.12,64.4,89.39
PAK,2018,URINE,ESCCOL,FEP,E. coli,Cefepime,13821,1354,594,1,759,12467,43.87,0.07,56.06,90.2
PAK,2018,URINE,ESCCOL,IPM,E. coli,Imipenem,13821,3320,3175,12,133,10501,95.63,0.36,4.01,75.98
PAK,2018,URINE,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,13821,3055,925,18,2112,10766,30.28,0.59,69.13,77.9
PAK,2018,URINE,ESCCOL,J01DH,E. coli,Carbapenems,13821,5895,5455,28,412,7926,92.54,0.47,6.99,57.35
PAK,2018,URINE,ESCCOL,J01MA,E. coli,Fluoroquinolones,13821,10844,810,26,10008,2977,7.47,0.24,92.29,21.54
PAK,2018,URINE,ESCCOL,LVX,E. coli,Levofloxacin,11816,819,552,0,267,10997,67.4,0,32.6,93.07
PAK,2018,URINE,ESCCOL,MEM,E. coli,Meropenem,13821,3110,2764,19,327,10711,88.87,0.61,10.51,77.5
PAK,2018,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,13821,1886,770,1,1115,11935,40.83,0.05,59.12,86.35
PAK,2018,URINE,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,461,44,18,1,25,417,40.91,2.27,56.82,90.46
PAK,2018,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,461,100,36,0,64,361,36,0,64,78.31
PAK,2018,URINE,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,461,318,94,2,222,143,29.56,0.63,69.81,31.02
PAK,2018,URINE,KLEPNE,CTX,K. pneumoniae,Cefotaxime,388,24,6,0,18,364,25,0,75,93.81
PAK,2018,URINE,KLEPNE,FEP,K. pneumoniae,Cefepime,461,213,113,1,99,248,53.05,0.47,46.48,53.8
PAK,2018,URINE,KLEPNE,IPM,K. pneumoniae,Imipenem,461,254,228,0,26,207,89.76,0,10.24,44.9
PAK,2018,URINE,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,463,331,95,2,234,132,28.7,0.6,70.69,28.51
PAK,2018,URINE,KLEPNE,J01DH,K. pneumoniae,Carbapenems,463,347,308,0,39,116,88.76,0,11.24,25.05
PAK,2018,URINE,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,463,130,55,0,75,333,42.31,0,57.69,71.92
PAK,2018,URINE,KLEPNE,LVX,K. pneumoniae,Levofloxacin,191,48,28,0,20,143,58.33,0,41.67,74.87
PAK,2018,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,463,269,86,0,183,194,31.97,0,68.03,41.9
PAK,2019,URINE,KLEPNE,J01DH,K. pneumoniae,Carbapenems,2352,2069,1812,3,254,283,87.58,0.14,12.28,12.03
PAK,2019,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,600,331,113,2,216,269,34.14,0.6,65.26,44.83
PAK,2019,BLOOD,ACISPP,COL,Acinetobacter spp.,Colistin,600,186,158,1,27,414,84.95,0.54,14.52,69
PAK,2019,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,600,315,103,2,210,285,32.7,0.63,66.67,47.5
PAK,2019,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,600,350,108,8,234,250,30.86,2.29,66.86,41.67
PAK,2019,BLOOD,ACISPP,J01AA,Acinetobacter spp.,Tetracyclines,600,56,44,2,10,544,78.57,3.57,17.86,90.67
PAK,2019,BLOOD,ACISPP,J01DH,Acinetobacter spp.,Carbapenems,600,397,111,4,282,203,27.96,1.01,71.03,33.83
PAK,2019,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,600,227,55,2,170,373,24.23,0.88,74.89,62.17
PAK,2019,BLOOD,ACISPP,MNO,Acinetobacter spp.,Minocycline,600,56,44,2,10,544,78.57,3.57,17.86,90.67
PAK,2019,BLOOD,ACISPP,TGC,Acinetobacter spp.,Tigecycline,600,38,25,1,12,562,65.79,2.63,31.58,93.67
PAK,2019,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,989,692,16,0,676,297,2.31,0,97.69,30.03
PAK,2019,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,989,40,8,2,30,949,20,5,75,95.96
PAK,2019,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,989,746,110,27,609,243,14.75,3.62,81.64,24.57
PAK,2019,BLOOD,ESCCOL,COL,E. coli,Colistin,989,192,186,0,6,797,96.88,0,3.13,80.59
PAK,2019,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,989,755,82,2,671,234,10.86,0.26,88.87,23.66
PAK,2019,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,989,91,13,1,77,898,14.29,1.1,84.62,90.8
PAK,2019,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,989,195,144,2,49,794,73.85,1.03,25.13,80.28
PAK,2019,BLOOD,ESCCOL,FEP,E. coli,Cefepime,989,86,9,0,77,903,10.47,0,89.53,91.3
PAK,2019,BLOOD,ESCCOL,IPM,E. coli,Imipenem,989,704,558,6,140,285,79.26,0.85,19.89,28.82
PAK,2019,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,989,775,87,1,687,214,11.23,0.13,88.65,21.64
PAK,2019,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,989,767,595,7,165,222,77.57,0.91,21.51,22.45
PAK,2019,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,989,747,111,27,609,242,14.86,3.61,81.53,24.47
PAK,2019,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,989,38,3,0,35,951,7.89,0,92.11,96.16
PAK,2019,BLOOD,ESCCOL,MEM,E. coli,Meropenem,989,714,583,4,127,275,81.65,0.56,17.79,27.81
PAK,2019,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,989,648,136,1,511,341,20.99,0.15,78.86,34.48
PAK,2019,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,775,361,84,15,262,414,23.27,4.16,72.58,53.42
PAK,2019,BLOOD,KLEPNE,COL,K. pneumoniae,Colistin,775,151,132,0,19,624,87.42,0,12.58,80.52
PAK,2019,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,775,382,51,0,331,393,13.35,0,86.65,50.71
PAK,2019,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,775,20,9,0,11,755,45,0,55,97.42
PAK,2019,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,775,87,46,1,40,688,52.87,1.15,45.98,88.77
PAK,2019,BLOOD,KLEPNE,FEP,K. pneumoniae,Cefepime,775,105,9,0,96,670,8.57,0,91.43,86.45
PAK,2019,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,775,347,132,9,206,428,38.04,2.59,59.37,55.23
PAK,2019,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,775,389,52,0,337,386,13.37,0,86.63,49.81
